VTX, IDX, POSITION.x, POSITION.y, POSITION.z, POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w
6145, 1159,  0.17249,  1.31152, -0.21021,  1.00, -0.1811, -0.96063,  0.22047,  0.00,  0.10938,  0.96045,  0.46851,  0.51123,  0.48926,  0.50098,  0.77165,  0.00,  0.6378,  1.00
6146, 1158,  0.11597,  1.33398, -0.14124,  1.00, -0.12598, -0.97638,  0.15748,  0.00,  0.10938,  0.97705,  0.47974,  0.50586,  0.49243,  0.49951,  0.77165,  0.00,  0.6378,  1.00
6147, 1157,  0.05948,  1.34766, -0.07245,  1.00, -0.07087, -0.99213,  0.08661,  0.00,  0.10938,  0.98975,  0.48926,  0.50098,  0.49536,  0.49805,  0.77165,  0.00,  0.6378,  1.00
6148, 1160,  0.04117,  1.35059, -0.04541,  1.00, -0.03937, -1.00,  0.04724,  0.00,  0.11719,  0.99365,  0.49219,  0.49927,  0.49609,  0.49756,  0.74016,  0.00,  0.66929,  1.00
6149, 1156,  0.03403,  1.35156, -0.04144,  1.00, -0.00787, -1.00,  0.0315,  0.00,  0.10938,  0.99707,  0.49292,  0.49927,  0.49634,  0.49756,  0.77165,  0.00787,  0.6378,  1.00
6150, 1158,  0.11597,  1.33398, -0.14124,  1.00, -0.12598, -0.97638,  0.15748,  0.00,  0.10938,  0.97705,  0.47974,  0.50586,  0.49243,  0.49951,  0.77165,  0.00,  0.6378,  1.00
6151, 1161,  0.06628,  1.34766, -0.06628,  1.00, -0.07874, -0.99213,  0.07874,  0.00,  0.125,  0.98975,  0.48877,  0.50049,  0.49512,  0.4978,  0.70866,  0.00,  0.70866,  1.00
6152, 1157,  0.05948,  1.34766, -0.07245,  1.00, -0.07087, -0.99213,  0.08661,  0.00,  0.10938,  0.98975,  0.48926,  0.50098,  0.49536,  0.49805,  0.77165,  0.00,  0.6378,  1.00
6153, 1157,  0.05948,  1.34766, -0.07245,  1.00, -0.07087, -0.99213,  0.08661,  0.00,  0.10938,  0.98975,  0.48926,  0.50098,  0.49536,  0.49805,  0.77165,  0.00,  0.6378,  1.00
6154, 1161,  0.06628,  1.34766, -0.06628,  1.00, -0.07874, -0.99213,  0.07874,  0.00,  0.125,  0.98975,  0.48877,  0.50049,  0.49512,  0.4978,  0.70866,  0.00,  0.70866,  1.00
6155, 1160,  0.04117,  1.35059, -0.04541,  1.00, -0.03937, -1.00,  0.04724,  0.00,  0.11719,  0.99365,  0.49219,  0.49927,  0.49609,  0.49756,  0.74016,  0.00,  0.66929,  1.00
6156, 1158,  0.11597,  1.33398, -0.14124,  1.00, -0.12598, -0.97638,  0.15748,  0.00,  0.10938,  0.97705,  0.47974,  0.50586,  0.49243,  0.49951,  0.77165,  0.00,  0.6378,  1.00
6157, 1162,  0.12927,  1.33398, -0.12927,  1.00, -0.14173, -0.97638,  0.14173,  0.00,  0.125,  0.97705,  0.479,  0.50391,  0.49219,  0.49902,  0.70866,  0.00,  0.70866,  1.00
6158, 1161,  0.06628,  1.34766, -0.06628,  1.00, -0.07874, -0.99213,  0.07874,  0.00,  0.125,  0.98975,  0.48877,  0.50049,  0.49512,  0.4978,  0.70866,  0.00,  0.70866,  1.00
6159, 1162,  0.12927,  1.33398, -0.12927,  1.00, -0.14173, -0.97638,  0.14173,  0.00,  0.125,  0.97705,  0.479,  0.50391,  0.49219,  0.49902,  0.70866,  0.00,  0.70866,  1.00
6160, 1158,  0.11597,  1.33398, -0.14124,  1.00, -0.12598, -0.97638,  0.15748,  0.00,  0.10938,  0.97705,  0.47974,  0.50586,  0.49243,  0.49951,  0.77165,  0.00,  0.6378,  1.00
6161, 1159,  0.17249,  1.31152, -0.21021,  1.00, -0.1811, -0.96063,  0.22047,  0.00,  0.10938,  0.96045,  0.46851,  0.51123,  0.48926,  0.50098,  0.77165,  0.00,  0.6378,  1.00
6162, 1156,  0.03403,  1.35156, -0.04144,  1.00, -0.00787, -1.00,  0.0315,  0.00,  0.10938,  0.99707,  0.49292,  0.49927,  0.49634,  0.49756,  0.77165,  0.00787,  0.6378,  1.00
6163, 1160,  0.04117,  1.35059, -0.04541,  1.00, -0.03937, -1.00,  0.04724,  0.00,  0.11719,  0.99365,  0.49219,  0.49927,  0.49609,  0.49756,  0.74016,  0.00,  0.66929,  1.00
6164, 1163,  0.03793,  1.35156, -0.03793,  1.00, -0.01575, -1.00,  0.01575,  0.00,  0.125,  0.99707,  0.49268,  0.49878,  0.49634,  0.49756,  0.70866,  0.00,  0.70866,  1.00
6165, 1161,  0.06628,  1.34766, -0.06628,  1.00, -0.07874, -0.99213,  0.07874,  0.00,  0.125,  0.98975,  0.48877,  0.50049,  0.49512,  0.4978,  0.70866,  0.00,  0.70866,  1.00
6166, 1163,  0.03793,  1.35156, -0.03793,  1.00, -0.01575, -1.00,  0.01575,  0.00,  0.125,  0.99707,  0.49268,  0.49878,  0.49634,  0.49756,  0.70866,  0.00,  0.70866,  1.00
6167, 1160,  0.04117,  1.35059, -0.04541,  1.00, -0.03937, -1.00,  0.04724,  0.00,  0.11719,  0.99365,  0.49219,  0.49927,  0.49609,  0.49756,  0.74016,  0.00,  0.66929,  1.00
6168, 1156,  0.03403,  1.35156, -0.04144,  1.00, -0.00787, -1.00,  0.0315,  0.00,  0.10938,  0.99707,  0.49292,  0.49927,  0.49634,  0.49756,  0.77165,  0.00787,  0.6378,  1.00
6169, 1163,  0.03793,  1.35156, -0.03793,  1.00, -0.01575, -1.00,  0.01575,  0.00,  0.125,  0.99707,  0.49268,  0.49878,  0.49634,  0.49756,  0.70866,  0.00,  0.70866,  1.00
6170, 1164,  8.34465E-7,  1.35449,  5.36442E-7,  1.00,  0.00, -1.00,  0.00,  0.00,  0.10938,  1.00,  0.4978,  0.49707,  0.4978,  0.49707,  0.77165,  0.00,  0.6378,  1.00
6171, 1156,  0.03403,  1.35156, -0.04144,  1.00, -0.00787, -1.00,  0.0315,  0.00,  0.10938,  0.99707,  0.49292,  0.49927,  0.49634,  0.49756,  0.77165,  0.00787,  0.6378,  1.00
6172, 1164,  8.34465E-7,  1.35449,  5.36442E-7,  1.00,  0.00, -1.00,  0.00,  0.00,  0.10938,  1.00,  0.4978,  0.49707,  0.4978,  0.49707,  0.77165,  0.00,  0.6378,  1.00
6173, 1153,  0.0298,  1.35156, -0.04459,  1.00, -0.00787, -1.00,  0.0315,  0.00,  0.09375,  0.99707,  0.49316,  0.49976,  0.49658,  0.4978,  0.83465,  0.00787,  0.55906,  1.00
6174, 1161,  0.06628,  1.34766, -0.06628,  1.00, -0.07874, -0.99213,  0.07874,  0.00,  0.125,  0.98975,  0.48877,  0.50049,  0.49512,  0.4978,  0.70866,  0.00,  0.70866,  1.00
6175, 1165,  0.04541,  1.35059, -0.04117,  1.00, -0.04724, -1.00,  0.03937,  0.00,  0.13281,  0.99365,  0.49194,  0.49878,  0.49609,  0.49756,  0.66929,  0.00,  0.74016,  1.00
6176, 1163,  0.03793,  1.35156, -0.03793,  1.00, -0.01575, -1.00,  0.01575,  0.00,  0.125,  0.99707,  0.49268,  0.49878,  0.49634,  0.49756,  0.70866,  0.00,  0.70866,  1.00
6177, 1163,  0.03793,  1.35156, -0.03793,  1.00, -0.01575, -1.00,  0.01575,  0.00,  0.125,  0.99707,  0.49268,  0.49878,  0.49634,  0.49756,  0.70866,  0.00,  0.70866,  1.00
6178, 1165,  0.04541,  1.35059, -0.04117,  1.00, -0.04724, -1.00,  0.03937,  0.00,  0.13281,  0.99365,  0.49194,  0.49878,  0.49609,  0.49756,  0.66929,  0.00,  0.74016,  1.00
6179, 1166,  0.04144,  1.35156, -0.03403,  1.00, -0.0315, -1.00,  0.00787,  0.00,  0.14063,  0.99707,  0.49268,  0.49829,  0.49634,  0.49731,  0.6378, -0.00787,  0.77165,  1.00
6180, 1161,  0.06628,  1.34766, -0.06628,  1.00, -0.07874, -0.99213,  0.07874,  0.00,  0.125,  0.98975,  0.48877,  0.50049,  0.49512,  0.4978,  0.70866,  0.00,  0.70866,  1.00
6181, 1167,  0.07245,  1.34766, -0.05948,  1.00, -0.08661, -0.99213,  0.07087,  0.00,  0.14063,  0.98975,  0.48853,  0.49927,  0.49512,  0.49756,  0.6378,  0.00,  0.77165,  1.00
6182, 1165,  0.04541,  1.35059, -0.04117,  1.00, -0.04724, -1.00,  0.03937,  0.00,  0.13281,  0.99365,  0.49194,  0.49878,  0.49609,  0.49756,  0.66929,  0.00,  0.74016,  1.00
6183, 1167,  0.07245,  1.34766, -0.05948,  1.00, -0.08661, -0.99213,  0.07087,  0.00,  0.14063,  0.98975,  0.48853,  0.49927,  0.49512,  0.49756,  0.6378,  0.00,  0.77165,  1.00
6184, 1166,  0.04144,  1.35156, -0.03403,  1.00, -0.0315, -1.00,  0.00787,  0.00,  0.14063,  0.99707,  0.49268,  0.49829,  0.49634,  0.49731,  0.6378, -0.00787,  0.77165,  1.00
6185, 1165,  0.04541,  1.35059, -0.04117,  1.00, -0.04724, -1.00,  0.03937,  0.00,  0.13281,  0.99365,  0.49194,  0.49878,  0.49609,  0.49756,  0.66929,  0.00,  0.74016,  1.00
6186, 1167,  0.07245,  1.34766, -0.05948,  1.00, -0.08661, -0.99213,  0.07087,  0.00,  0.14063,  0.98975,  0.48853,  0.49927,  0.49512,  0.49756,  0.6378,  0.00,  0.77165,  1.00
6187, 993,  0.04922,  1.35059, -0.03653,  1.00, -0.05512, -1.00,  0.03937,  0.00,  0.14844,  0.99365,  0.4917,  0.49829,  0.49609,  0.49731,  0.59843,  0.00,  0.80315,  1.00
6188, 1166,  0.04144,  1.35156, -0.03403,  1.00, -0.0315, -1.00,  0.00787,  0.00,  0.14063,  0.99707,  0.49268,  0.49829,  0.49634,  0.49731,  0.6378, -0.00787,  0.77165,  1.00
6189, 993,  0.04922,  1.35059, -0.03653,  1.00, -0.05512, -1.00,  0.03937,  0.00,  0.14844,  0.99365,  0.4917,  0.49829,  0.49609,  0.49731,  0.59843,  0.00,  0.80315,  1.00
6190, 991,  0.04459,  1.35156, -0.0298,  1.00, -0.0315, -1.00,  0.00787,  0.00,  0.15625,  0.99707,  0.49243,  0.4978,  0.49634,  0.49731,  0.55906, -0.00787,  0.83465,  1.00
6191, 1166,  0.04144,  1.35156, -0.03403,  1.00, -0.0315, -1.00,  0.00787,  0.00,  0.14063,  0.99707,  0.49268,  0.49829,  0.49634,  0.49731,  0.6378, -0.00787,  0.77165,  1.00
6192, 1166,  0.04144,  1.35156, -0.03403,  1.00, -0.0315, -1.00,  0.00787,  0.00,  0.14063,  0.99707,  0.49268,  0.49829,  0.49634,  0.49731,  0.6378, -0.00787,  0.77165,  1.00
6193, 991,  0.04459,  1.35156, -0.0298,  1.00, -0.0315, -1.00,  0.00787,  0.00,  0.15625,  0.99707,  0.49243,  0.4978,  0.49634,  0.49731,  0.55906, -0.00787,  0.83465,  1.00
6194, 1168,  8.34465E-7,  1.35449,  5.36442E-7,  1.00,  0.00, -1.00,  0.00,  0.00,  0.15625,  1.00,  0.4978,  0.49707,  0.4978,  0.49707,  0.6378,  0.00,  0.77165,  1.00
6195, 1166,  0.04144,  1.35156, -0.03403,  1.00, -0.0315, -1.00,  0.00787,  0.00,  0.14063,  0.99707,  0.49268,  0.49829,  0.49634,  0.49731,  0.6378, -0.00787,  0.77165,  1.00
6196, 1168,  8.34465E-7,  1.35449,  5.36442E-7,  1.00,  0.00, -1.00,  0.00,  0.00,  0.15625,  1.00,  0.4978,  0.49707,  0.4978,  0.49707,  0.6378,  0.00,  0.77165,  1.00
6197, 1163,  0.03793,  1.35156, -0.03793,  1.00, -0.01575, -1.00,  0.01575,  0.00,  0.125,  0.99707,  0.49268,  0.49878,  0.49634,  0.49756,  0.70866,  0.00,  0.70866,  1.00
6198, 993,  0.04922,  1.35059, -0.03653,  1.00, -0.05512, -1.00,  0.03937,  0.00,  0.14844,  0.99365,  0.4917,  0.49829,  0.49609,  0.49731,  0.59843,  0.00,  0.80315,  1.00
6199, 1167,  0.07245,  1.34766, -0.05948,  1.00, -0.08661, -0.99213,  0.07087,  0.00,  0.14063,  0.98975,  0.48853,  0.49927,  0.49512,  0.49756,  0.6378,  0.00,  0.77165,  1.00
6200, 989,  0.07794,  1.34766, -0.05209,  1.00, -0.09449, -0.99213,  0.06299,  0.00,  0.15625,  0.98975,  0.48828,  0.49854,  0.49512,  0.49731,  0.55906,  0.00,  0.83465,  1.00
6201, 1167,  0.07245,  1.34766, -0.05948,  1.00, -0.08661, -0.99213,  0.07087,  0.00,  0.14063,  0.98975,  0.48853,  0.49927,  0.49512,  0.49756,  0.6378,  0.00,  0.77165,  1.00
6202, 990,  0.15198,  1.33398, -0.10156,  1.00, -0.16535, -0.97638,  0.11024,  0.00,  0.15625,  0.97705,  0.47803,  0.50,  0.49194,  0.4978,  0.55906,  0.00,  0.83465,  1.00
6203, 989,  0.07794,  1.34766, -0.05209,  1.00, -0.09449, -0.99213,  0.06299,  0.00,  0.15625,  0.98975,  0.48828,  0.49854,  0.49512,  0.49731,  0.55906,  0.00,  0.83465,  1.00
6204, 1167,  0.07245,  1.34766, -0.05948,  1.00, -0.08661, -0.99213,  0.07087,  0.00,  0.14063,  0.98975,  0.48853,  0.49927,  0.49512,  0.49756,  0.6378,  0.00,  0.77165,  1.00
6205, 1169,  0.14124,  1.33398, -0.11597,  1.00, -0.15748, -0.97638,  0.12598,  0.00,  0.14063,  0.97705,  0.47827,  0.50195,  0.49219,  0.49829,  0.6378,  0.00,  0.77165,  1.00
6206, 990,  0.15198,  1.33398, -0.10156,  1.00, -0.16535, -0.97638,  0.11024,  0.00,  0.15625,  0.97705,  0.47803,  0.50,  0.49194,  0.4978,  0.55906,  0.00,  0.83465,  1.00
6207, 1161,  0.06628,  1.34766, -0.06628,  1.00, -0.07874, -0.99213,  0.07874,  0.00,  0.125,  0.98975,  0.48877,  0.50049,  0.49512,  0.4978,  0.70866,  0.00,  0.70866,  1.00
6208, 1162,  0.12927,  1.33398, -0.12927,  1.00, -0.14173, -0.97638,  0.14173,  0.00,  0.125,  0.97705,  0.479,  0.50391,  0.49219,  0.49902,  0.70866,  0.00,  0.70866,  1.00
6209, 1169,  0.14124,  1.33398, -0.11597,  1.00, -0.15748, -0.97638,  0.12598,  0.00,  0.14063,  0.97705,  0.47827,  0.50195,  0.49219,  0.49829,  0.6378,  0.00,  0.77165,  1.00
6210, 1161,  0.06628,  1.34766, -0.06628,  1.00, -0.07874, -0.99213,  0.07874,  0.00,  0.125,  0.98975,  0.48877,  0.50049,  0.49512,  0.4978,  0.70866,  0.00,  0.70866,  1.00
6211, 1169,  0.14124,  1.33398, -0.11597,  1.00, -0.15748, -0.97638,  0.12598,  0.00,  0.14063,  0.97705,  0.47827,  0.50195,  0.49219,  0.49829,  0.6378,  0.00,  0.77165,  1.00
6212, 1167,  0.07245,  1.34766, -0.05948,  1.00, -0.08661, -0.99213,  0.07087,  0.00,  0.14063,  0.98975,  0.48853,  0.49927,  0.49512,  0.49756,  0.6378,  0.00,  0.77165,  1.00
6213, 1169,  0.14124,  1.33398, -0.11597,  1.00, -0.15748, -0.97638,  0.12598,  0.00,  0.14063,  0.97705,  0.47827,  0.50195,  0.49219,  0.49829,  0.6378,  0.00,  0.77165,  1.00
6214, 996,  0.2262,  1.31152, -0.15112,  1.00, -0.24409, -0.96063,  0.15748,  0.00,  0.15625,  0.96045,  0.46558,  0.50195,  0.48853,  0.49829,  0.55906,  0.00,  0.83465,  1.00
6215, 990,  0.15198,  1.33398, -0.10156,  1.00, -0.16535, -0.97638,  0.11024,  0.00,  0.15625,  0.97705,  0.47803,  0.50,  0.49194,  0.4978,  0.55906,  0.00,  0.83465,  1.00
6216, 1169,  0.14124,  1.33398, -0.11597,  1.00, -0.15748, -0.97638,  0.12598,  0.00,  0.14063,  0.97705,  0.47827,  0.50195,  0.49219,  0.49829,  0.6378,  0.00,  0.77165,  1.00
6217, 1170,  0.21021,  1.31152, -0.17249,  1.00, -0.22047, -0.96063,  0.1811,  0.00,  0.14063,  0.96045,  0.46631,  0.50488,  0.48853,  0.49927,  0.6378,  0.00,  0.77165,  1.00
6218, 996,  0.2262,  1.31152, -0.15112,  1.00, -0.24409, -0.96063,  0.15748,  0.00,  0.15625,  0.96045,  0.46558,  0.50195,  0.48853,  0.49829,  0.55906,  0.00,  0.83465,  1.00
6219, 1162,  0.12927,  1.33398, -0.12927,  1.00, -0.14173, -0.97638,  0.14173,  0.00,  0.125,  0.97705,  0.479,  0.50391,  0.49219,  0.49902,  0.70866,  0.00,  0.70866,  1.00
6220, 1170,  0.21021,  1.31152, -0.17249,  1.00, -0.22047, -0.96063,  0.1811,  0.00,  0.14063,  0.96045,  0.46631,  0.50488,  0.48853,  0.49927,  0.6378,  0.00,  0.77165,  1.00
6221, 1169,  0.14124,  1.33398, -0.11597,  1.00, -0.15748, -0.97638,  0.12598,  0.00,  0.14063,  0.97705,  0.47827,  0.50195,  0.49219,  0.49829,  0.6378,  0.00,  0.77165,  1.00
6222, 1170,  0.21021,  1.31152, -0.17249,  1.00, -0.22047, -0.96063,  0.1811,  0.00,  0.14063,  0.96045,  0.46631,  0.50488,  0.48853,  0.49927,  0.6378,  0.00,  0.77165,  1.00
6223, 999,  0.2981,  1.28125, -0.19922,  1.00, -0.30709, -0.92913,  0.20472,  0.00,  0.15625,  0.94238,  0.45166,  0.50391,  0.48438,  0.49878,  0.55906,  0.00,  0.83465,  1.00
6224, 996,  0.2262,  1.31152, -0.15112,  1.00, -0.24409, -0.96063,  0.15748,  0.00,  0.15625,  0.96045,  0.46558,  0.50195,  0.48853,  0.49829,  0.55906,  0.00,  0.83465,  1.00
6225, 1170,  0.21021,  1.31152, -0.17249,  1.00, -0.22047, -0.96063,  0.1811,  0.00,  0.14063,  0.96045,  0.46631,  0.50488,  0.48853,  0.49927,  0.6378,  0.00,  0.77165,  1.00
6226, 1171,  0.2771,  1.28125, -0.22742,  1.00, -0.29134, -0.92913,  0.23622,  0.00,  0.14063,  0.94238,  0.45239,  0.5083,  0.48462,  0.50,  0.6378,  0.00,  0.77165,  1.00
6227, 999,  0.2981,  1.28125, -0.19922,  1.00, -0.30709, -0.92913,  0.20472,  0.00,  0.15625,  0.94238,  0.45166,  0.50391,  0.48438,  0.49878,  0.55906,  0.00,  0.83465,  1.00
6228, 1162,  0.12927,  1.33398, -0.12927,  1.00, -0.14173, -0.97638,  0.14173,  0.00,  0.125,  0.97705,  0.479,  0.50391,  0.49219,  0.49902,  0.70866,  0.00,  0.70866,  1.00
6229, 1172,  0.19226,  1.31152, -0.19226,  1.00, -0.20472, -0.96063,  0.20472,  0.00,  0.125,  0.96045,  0.46729,  0.5083,  0.48877,  0.50,  0.70866,  0.00,  0.70866,  1.00
6230, 1170,  0.21021,  1.31152, -0.17249,  1.00, -0.22047, -0.96063,  0.1811,  0.00,  0.14063,  0.96045,  0.46631,  0.50488,  0.48853,  0.49927,  0.6378,  0.00,  0.77165,  1.00
6231, 1172,  0.19226,  1.31152, -0.19226,  1.00, -0.20472, -0.96063,  0.20472,  0.00,  0.125,  0.96045,  0.46729,  0.5083,  0.48877,  0.50,  0.70866,  0.00,  0.70866,  1.00
6232, 1171,  0.2771,  1.28125, -0.22742,  1.00, -0.29134, -0.92913,  0.23622,  0.00,  0.14063,  0.94238,  0.45239,  0.5083,  0.48462,  0.50,  0.6378,  0.00,  0.77165,  1.00
6233, 1170,  0.21021,  1.31152, -0.17249,  1.00, -0.22047, -0.96063,  0.1811,  0.00,  0.14063,  0.96045,  0.46631,  0.50488,  0.48853,  0.49927,  0.6378,  0.00,  0.77165,  1.00
6234, 1172,  0.19226,  1.31152, -0.19226,  1.00, -0.20472, -0.96063,  0.20472,  0.00,  0.125,  0.96045,  0.46729,  0.5083,  0.48877,  0.50,  0.70866,  0.00,  0.70866,  1.00
6235, 1173,  0.25342,  1.28125, -0.25342,  1.00, -0.25984, -0.92913,  0.25984,  0.00,  0.125,  0.94238,  0.45386,  0.5127,  0.48511,  0.50146,  0.70866,  0.00,  0.70866,  1.00
6236, 1171,  0.2771,  1.28125, -0.22742,  1.00, -0.29134, -0.92913,  0.23622,  0.00,  0.14063,  0.94238,  0.45239,  0.5083,  0.48462,  0.50,  0.6378,  0.00,  0.77165,  1.00
6237, 1159,  0.17249,  1.31152, -0.21021,  1.00, -0.1811, -0.96063,  0.22047,  0.00,  0.10938,  0.96045,  0.46851,  0.51123,  0.48926,  0.50098,  0.77165,  0.00,  0.6378,  1.00
6238, 1173,  0.25342,  1.28125, -0.25342,  1.00, -0.25984, -0.92913,  0.25984,  0.00,  0.125,  0.94238,  0.45386,  0.5127,  0.48511,  0.50146,  0.70866,  0.00,  0.70866,  1.00
6239, 1172,  0.19226,  1.31152, -0.19226,  1.00, -0.20472, -0.96063,  0.20472,  0.00,  0.125,  0.96045,  0.46729,  0.5083,  0.48877,  0.50,  0.70866,  0.00,  0.70866,  1.00
6240, 1162,  0.12927,  1.33398, -0.12927,  1.00, -0.14173, -0.97638,  0.14173,  0.00,  0.125,  0.97705,  0.479,  0.50391,  0.49219,  0.49902,  0.70866,  0.00,  0.70866,  1.00
6241, 1159,  0.17249,  1.31152, -0.21021,  1.00, -0.1811, -0.96063,  0.22047,  0.00,  0.10938,  0.96045,  0.46851,  0.51123,  0.48926,  0.50098,  0.77165,  0.00,  0.6378,  1.00
6242, 1172,  0.19226,  1.31152, -0.19226,  1.00, -0.20472, -0.96063,  0.20472,  0.00,  0.125,  0.96045,  0.46729,  0.5083,  0.48877,  0.50,  0.70866,  0.00,  0.70866,  1.00
6243, 1159,  0.17249,  1.31152, -0.21021,  1.00, -0.1811, -0.96063,  0.22047,  0.00,  0.10938,  0.96045,  0.46851,  0.51123,  0.48926,  0.50098,  0.77165,  0.00,  0.6378,  1.00
6244, 408,  0.22742,  1.28125, -0.2771,  1.00, -0.23622, -0.92913,  0.29134,  0.00,  0.10938,  0.94238,  0.45557,  0.51709,  0.4856,  0.50293,  0.77165,  0.00,  0.6378,  1.00
6245, 1173,  0.25342,  1.28125, -0.25342,  1.00, -0.25984, -0.92913,  0.25984,  0.00,  0.125,  0.94238,  0.45386,  0.5127,  0.48511,  0.50146,  0.70866,  0.00,  0.70866,  1.00
6246, 405,  0.19922,  1.28125, -0.2981,  1.00, -0.20472, -0.92913,  0.30709,  0.00,  0.09375,  0.94238,  0.45776,  0.521,  0.48608,  0.50391,  0.83465,  0.00,  0.55906,  1.00
6247, 408,  0.22742,  1.28125, -0.2771,  1.00, -0.23622, -0.92913,  0.29134,  0.00,  0.10938,  0.94238,  0.45557,  0.51709,  0.4856,  0.50293,  0.77165,  0.00,  0.6378,  1.00
6248, 1159,  0.17249,  1.31152, -0.21021,  1.00, -0.1811, -0.96063,  0.22047,  0.00,  0.10938,  0.96045,  0.46851,  0.51123,  0.48926,  0.50098,  0.77165,  0.00,  0.6378,  1.00
6249, 405,  0.19922,  1.28125, -0.2981,  1.00, -0.20472, -0.92913,  0.30709,  0.00,  0.09375,  0.94238,  0.45776,  0.521,  0.48608,  0.50391,  0.83465,  0.00,  0.55906,  1.00
6250, 1159,  0.17249,  1.31152, -0.21021,  1.00, -0.1811, -0.96063,  0.22047,  0.00,  0.10938,  0.96045,  0.46851,  0.51123,  0.48926,  0.50098,  0.77165,  0.00,  0.6378,  1.00
6251, 406,  0.15112,  1.31152, -0.2262,  1.00, -0.15748, -0.96063,  0.24409,  0.00,  0.09375,  0.96045,  0.46997,  0.51367,  0.48975,  0.50195,  0.83465,  0.00,  0.55906,  1.00
6252, 1174,  0.31226,  1.24316, -0.31226,  1.00, -0.32283, -0.88976,  0.32283,  0.00,  0.125,  0.91992,  0.43872,  0.51855,  0.48047,  0.50293,  0.70866,  0.00,  0.70866,  1.00
6253, 1173,  0.25342,  1.28125, -0.25342,  1.00, -0.25984, -0.92913,  0.25984,  0.00,  0.125,  0.94238,  0.45386,  0.5127,  0.48511,  0.50146,  0.70866,  0.00,  0.70866,  1.00
6254, 408,  0.22742,  1.28125, -0.2771,  1.00, -0.23622, -0.92913,  0.29134,  0.00,  0.10938,  0.94238,  0.45557,  0.51709,  0.4856,  0.50293,  0.77165,  0.00,  0.6378,  1.00
6255, 1174,  0.31226,  1.24316, -0.31226,  1.00, -0.32283, -0.88976,  0.32283,  0.00,  0.125,  0.91992,  0.43872,  0.51855,  0.48047,  0.50293,  0.70866,  0.00,  0.70866,  1.00
6256, 408,  0.22742,  1.28125, -0.2771,  1.00, -0.23622, -0.92913,  0.29134,  0.00,  0.10938,  0.94238,  0.45557,  0.51709,  0.4856,  0.50293,  0.77165,  0.00,  0.6378,  1.00
6257, 409,  0.28027,  1.24316, -0.34131,  1.00, -0.29134, -0.88976,  0.35433,  0.00,  0.10938,  0.91992,  0.44116,  0.52393,  0.48096,  0.50488,  0.77165,  0.00,  0.6378,  1.00
6258, 1175,  0.36816,  1.19629, -0.36816,  1.00, -0.40157, -0.82677,  0.40157,  0.00,  0.125,  0.89307,  0.42212,  0.52441,  0.47412,  0.50537,  0.70866,  0.00,  0.70866,  1.00
6259, 1174,  0.31226,  1.24316, -0.31226,  1.00, -0.32283, -0.88976,  0.32283,  0.00,  0.125,  0.91992,  0.43872,  0.51855,  0.48047,  0.50293,  0.70866,  0.00,  0.70866,  1.00
6260, 409,  0.28027,  1.24316, -0.34131,  1.00, -0.29134, -0.88976,  0.35433,  0.00,  0.10938,  0.91992,  0.44116,  0.52393,  0.48096,  0.50488,  0.77165,  0.00,  0.6378,  1.00
6261, 1175,  0.36816,  1.19629, -0.36816,  1.00, -0.40157, -0.82677,  0.40157,  0.00,  0.125,  0.89307,  0.42212,  0.52441,  0.47412,  0.50537,  0.70866,  0.00,  0.70866,  1.00
6262, 409,  0.28027,  1.24316, -0.34131,  1.00, -0.29134, -0.88976,  0.35433,  0.00,  0.10938,  0.91992,  0.44116,  0.52393,  0.48096,  0.50488,  0.77165,  0.00,  0.6378,  1.00
6263, 410,  0.33032,  1.19629, -0.40234,  1.00, -0.3622, -0.82677,  0.44094,  0.00,  0.10938,  0.89307,  0.42529,  0.53174,  0.47485,  0.50732,  0.77165,  0.00,  0.6378,  1.00
6264, 1176,  0.42041,  1.1377, -0.42041,  1.00, -0.47244, -0.74016,  0.47244,  0.00,  0.125,  0.86084,  0.40479,  0.53027,  0.46631,  0.50781,  0.70866,  0.00,  0.70866,  1.00
6265, 1175,  0.36816,  1.19629, -0.36816,  1.00, -0.40157, -0.82677,  0.40157,  0.00,  0.125,  0.89307,  0.42212,  0.52441,  0.47412,  0.50537,  0.70866,  0.00,  0.70866,  1.00
6266, 410,  0.33032,  1.19629, -0.40234,  1.00, -0.3622, -0.82677,  0.44094,  0.00,  0.10938,  0.89307,  0.42529,  0.53174,  0.47485,  0.50732,  0.77165,  0.00,  0.6378,  1.00
6267, 1176,  0.42041,  1.1377, -0.42041,  1.00, -0.47244, -0.74016,  0.47244,  0.00,  0.125,  0.86084,  0.40479,  0.53027,  0.46631,  0.50781,  0.70866,  0.00,  0.70866,  1.00
6268, 410,  0.33032,  1.19629, -0.40234,  1.00, -0.3622, -0.82677,  0.44094,  0.00,  0.10938,  0.89307,  0.42529,  0.53174,  0.47485,  0.50732,  0.77165,  0.00,  0.6378,  1.00
6269, 411,  0.37695,  1.1377, -0.45947,  1.00, -0.4252, -0.74016,  0.51969,  0.00,  0.10938,  0.86084,  0.40845,  0.53955,  0.46753,  0.51123,  0.77165,  0.00,  0.6378,  1.00
